Muscle_Group,Equipment,Exercise,Description,,,,,,,,,,,,,,muscle_group_id,muscle_group,,equipment_id,equipment,,,id,muscle_group_id,equipment_id,name,description
Quadriceps,Dumbbells,Dumbbell Kickstand Squat,A squat with one foot slightly back holding dumbbells for resistance.,,"('Quadriceps', 'Dumbbells', 'Dumbbell Kickstand Squat', 'A squat with one foot slightly back holding dumbbells for resistance.'),",,,,,,,,,,,,,,,,,,,487,10,4,Dumbbell Kickstand Squat,A squat with one foot slightly back holding dumbbells for resistance.
Quadriceps,Dumbbells,Dumbbell Lateral Lunge Reach,A side lunge with dumbbell reached toward floor for increased range.,,"('Quadriceps', 'Dumbbells', 'Dumbbell Lateral Lunge Reach', 'A side lunge with dumbbell reached toward floor for increased range.'),",,,,,,,,,,,,,,,,,,,488,10,4,Dumbbell Lateral Lunge Reach,A side lunge with dumbbell reached toward floor for increased range.
Quadriceps,Dumbbells,Dumbbell Offset Squat,A squat holding single dumbbell on one side for anti-lateral flexion.,,"('Quadriceps', 'Dumbbells', 'Dumbbell Offset Squat', 'A squat holding single dumbbell on one side for anti-lateral flexion.'),",,,,,,,,,,,,,,,,,,,489,10,4,Dumbbell Offset Squat,A squat holding single dumbbell on one side for anti-lateral flexion.
Quadriceps,Dumbbells,Dumbbell Overhead Squat,A squat holding dumbbells overhead challenging stability and mobility.,,"('Quadriceps', 'Dumbbells', 'Dumbbell Overhead Squat', 'A squat holding dumbbells overhead challenging stability and mobility.'),",,,,,,,,,,,,,,,,,,,490,10,4,Dumbbell Overhead Squat,A squat holding dumbbells overhead challenging stability and mobility.
Quadriceps,Dumbbells,Dumbbell Reverse Lunge,A backward lunge holding dumbbells for resistance.,,"('Quadriceps', 'Dumbbells', 'Dumbbell Reverse Lunge', 'A backward lunge holding dumbbells for resistance.'),",,,,,,,,,,,,,,,,,,,491,10,4,Dumbbell Reverse Lunge,A backward lunge holding dumbbells for resistance.
Quadriceps,Dumbbells,Dumbbell Side Step Up,A lateral step up holding dumbbells for resistance.,,"('Quadriceps', 'Dumbbells', 'Dumbbell Side Step Up', 'A lateral step up holding dumbbells for resistance.'),",,,,,,,,,,,,,,,,,,,492,10,4,Dumbbell Side Step Up,A lateral step up holding dumbbells for resistance.
Quadriceps,Dumbbells,Dumbbell Single Arm Front Rack Step Up,A step up holding single dumbbell at shoulder level.,,"('Quadriceps', 'Dumbbells', 'Dumbbell Single Arm Front Rack Step Up', 'A step up holding single dumbbell at shoulder level.'),",,,,,,,,,,,,,,,,,,,493,10,4,Dumbbell Single Arm Front Rack Step Up,A step up holding single dumbbell at shoulder level.
Quadriceps,Dumbbells,Dumbbell Single Arm Step Up,A step up holding single dumbbell for unilateral loading.,,"('Quadriceps', 'Dumbbells', 'Dumbbell Single Arm Step Up', 'A step up holding single dumbbell for unilateral loading.'),",,,,,,,,,,,,,,,,,,,494,10,4,Dumbbell Single Arm Step Up,A step up holding single dumbbell for unilateral loading.
Quadriceps,Dumbbells,Dumbbell Split Squat,A stationary lunge position holding dumbbells for resistance.,,"('Quadriceps', 'Dumbbells', 'Dumbbell Split Squat', 'A stationary lunge position holding dumbbells for resistance.'),",,,,,,,,,,,,,,,,,,,495,10,4,Dumbbell Split Squat,A stationary lunge position holding dumbbells for resistance.
Quadriceps,Dumbbells,Dumbbell Step Up,A step up onto elevated surface holding dumbbells for resistance.,,"('Quadriceps', 'Dumbbells', 'Dumbbell Step Up', 'A step up onto elevated surface holding dumbbells for resistance.'),",,,,,,,,,,,,,,,,,,,496,10,4,Dumbbell Step Up,A step up onto elevated surface holding dumbbells for resistance.
Quadriceps,Dumbbells,Dumbbell Thruster,A combination squat and overhead press with dumbbells.,,"('Quadriceps', 'Dumbbells', 'Dumbbell Thruster', 'A combination squat and overhead press with dumbbells.'),",,,,,,,,,,,,,,,,,,,497,10,4,Dumbbell Thruster,A combination squat and overhead press with dumbbells.
Quadriceps,Dumbbells,Single Arm Overhead Squat,A squat holding single dumbbell overhead for asymmetrical challenge.,,"('Quadriceps', 'Dumbbells', 'Single Arm Overhead Squat', 'A squat holding single dumbbell overhead for asymmetrical challenge.'),",,,,,,,,,,,,,,,,,,,498,10,4,Single Arm Overhead Squat,A squat holding single dumbbell overhead for asymmetrical challenge.
Quadriceps,Machine,Machine Goblet Sissy Squat,A sissy squat using specialized machine with goblet weight position.,,"('Quadriceps', 'Machine', 'Machine Goblet Sissy Squat', 'A sissy squat using specialized machine with goblet weight position.'),",,,,,,,,,,,,,,,,,,,499,10,5,Machine Goblet Sissy Squat,A sissy squat using specialized machine with goblet weight position.
Quadriceps,Machine,Machine Hip Adduction,A machine exercise moving legs inward to target inner thighs.,,"('Quadriceps', 'Machine', 'Machine Hip Adduction', 'A machine exercise moving legs inward to target inner thighs.'),",,,,,,,,,,,,,,,,,,,500,10,5,Machine Hip Adduction,A machine exercise moving legs inward to target inner thighs.
Quadriceps,Machine,Machine Hip And Glute Adduction,A machine exercise moving legs inward to target adductors and glutes.,,"('Quadriceps', 'Machine', 'Machine Hip And Glute Adduction', 'A machine exercise moving legs inward to target adductors and glutes.'),",,,,,,,,,,,,,,,,,,,501,10,5,Machine Hip And Glute Adduction,A machine exercise moving legs inward to target adductors and glutes.
Quadriceps,Machine,Machine Leg Extension,A seated knee extension using specialized machine for consistent resistance.,,"('Quadriceps', 'Machine', 'Machine Leg Extension', 'A seated knee extension using specialized machine for consistent resistance.'),",,,,,,,,,,,,,,,,,,,502,10,5,Machine Leg Extension,A seated knee extension using specialized machine for consistent resistance.
Quadriceps,Machine,Machine Sissy Squat,A quad-focused squat variation using specialized machine for support.,,"('Quadriceps', 'Machine', 'Machine Sissy Squat', 'A quad-focused squat variation using specialized machine for support.'),",,,,,,,,,,,,,,,,,,,503,10,5,Machine Sissy Squat,A quad-focused squat variation using specialized machine for support.
Quadriceps,Machine,Machine Hack Squat,A squat variation using specialized machine with angled back support.,,"('Quadriceps', 'Machine', 'Machine Hack Squat', 'A squat variation using specialized machine with angled back support.'),",,,,,,,,,,,,,,,,,,,504,10,5,Machine Hack Squat,A squat variation using specialized machine with angled back support.
Quadriceps,Machine,Machine Horizontal Leg Press,A leg press with horizontal movement pattern targeting quadriceps and glutes.,,"('Quadriceps', 'Machine', 'Machine Horizontal Leg Press', 'A leg press with horizontal movement pattern targeting quadriceps and glutes.'),",,,,,,,,,,,,,,,,,,,505,10,5,Machine Horizontal Leg Press,A leg press with horizontal movement pattern targeting quadriceps and glutes.
Quadriceps,Machine,Machine Horizontal Sissy Leg Press,A leg press with feet high on platform for greater quad emphasis.,,"('Quadriceps', 'Machine', 'Machine Horizontal Sissy Leg Press', 'A leg press with feet high on platform for greater quad emphasis.'),",,,,,,,,,,,,,,,,,,,506,10,5,Machine Horizontal Sissy Leg Press,A leg press with feet high on platform for greater quad emphasis.
Quadriceps,Machine,Machine Leg Press,A compound lower body press using machine for controlled movement.,,"('Quadriceps', 'Machine', 'Machine Leg Press', 'A compound lower body press using machine for controlled movement.'),",,,,,,,,,,,,,,,,,,,507,10,5,Machine Leg Press,A compound lower body press using machine for controlled movement.
Quadriceps,Smith Machine,Smith Machine Sissy Squat,A sissy squat using Smith machine for balance assistance.,,"('Quadriceps', 'Smith Machine', 'Smith Machine Sissy Squat', 'A sissy squat using Smith machine for balance assistance.'),",,,,,,,,,,,,,,,,,,,508,10,6,Smith Machine Sissy Squat,A sissy squat using Smith machine for balance assistance.
Quadriceps,Smith Machine,Smith Machine Leg Press,A leg press variation using Smith machine with body positioned under bar.,,"('Quadriceps', 'Smith Machine', 'Smith Machine Leg Press', 'A leg press variation using Smith machine with body positioned under bar.'),",,,,,,,,,,,,,,,,,,,509,10,6,Smith Machine Leg Press,A leg press variation using Smith machine with body positioned under bar.
Quadriceps,Smith Machine,Smith Machine Narrow Stance Squat,A squat with close foot position using Smith machine for stability.,,"('Quadriceps', 'Smith Machine', 'Smith Machine Narrow Stance Squat', 'A squat with close foot position using Smith machine for stability.'),",,,,,,,,,,,,,,,,,,,510,10,6,Smith Machine Narrow Stance Squat,A squat with close foot position using Smith machine for stability.
Quadriceps,Smith Machine,Smith Machine Reverse Lunge,A backward lunge using Smith machine bar for resistance and stability.,,"('Quadriceps', 'Smith Machine', 'Smith Machine Reverse Lunge', 'A backward lunge using Smith machine bar for resistance and stability.'),",,,,,,,,,,,,,,,,,,,511,10,6,Smith Machine Reverse Lunge,A backward lunge using Smith machine bar for resistance and stability.
Quadriceps,Smith Machine,Smith Machine Split Squat,A stationary lunge using Smith machine bar for resistance and stability.,,"('Quadriceps', 'Smith Machine', 'Smith Machine Split Squat', 'A stationary lunge using Smith machine bar for resistance and stability.'),",,,,,,,,,,,,,,,,,,,512,10,6,Smith Machine Split Squat,A stationary lunge using Smith machine bar for resistance and stability.
Quadriceps,Smith Machine,Smith Machine Squat,A squat using Smith machine for fixed vertical bar path.,,"('Quadriceps', 'Smith Machine', 'Smith Machine Squat', 'A squat using Smith machine for fixed vertical bar path.'),",,,,,,,,,,,,,,,,,,,513,10,6,Smith Machine Squat,A squat using Smith machine for fixed vertical bar path.
Shoulders,Barbell,Barbell Behind The Neck Seated Overhead Press,A seated overhead press with bar positioned behind neck.,,"('Shoulders', 'Barbell', 'Barbell Behind The Neck Seated Overhead Press', 'A seated overhead press with bar positioned behind neck.'),",,,,,,,,,,,,,,,,,,,514,11,1,Barbell Behind The Neck Seated Overhead Press,A seated overhead press with bar positioned behind neck.
Shoulders,Barbell,Barbell Front Raise,A shoulder exercise raising barbell forward to eye level.,,"('Shoulders', 'Barbell', 'Barbell Front Raise', 'A shoulder exercise raising barbell forward to eye level.'),",,,,,,,,,,,,,,,,,,,515,11,1,Barbell Front Raise,A shoulder exercise raising barbell forward to eye level.
Shoulders,Barbell,Barbell Overhead Press,A standing exercise pressing barbell from shoulders to overhead.,,"('Shoulders', 'Barbell', 'Barbell Overhead Press', 'A standing exercise pressing barbell from shoulders to overhead.'),",,,,,,,,,,,,,,,,,,,516,11,1,Barbell Overhead Press,A standing exercise pressing barbell from shoulders to overhead.
Shoulders,Barbell,Barbell Upright Row,A vertical pull exercise raising barbell to chin height with elbows leading.,,"('Shoulders', 'Barbell', 'Barbell Upright Row', 'A vertical pull exercise raising barbell to chin height with elbows leading.'),",,,,,,,,,,,,,,,,,,,517,11,1,Barbell Upright Row,A vertical pull exercise raising barbell to chin height with elbows leading.
Shoulders,Barbell,Barbell Z Press,A seated overhead press performed on floor with legs extended forward.,,"('Shoulders', 'Barbell', 'Barbell Z Press', 'A seated overhead press performed on floor with legs extended forward.'),",,,,,,,,,,,,,,,,,,,518,11,1,Barbell Z Press,A seated overhead press performed on floor with legs extended forward.
Shoulders,Barbell,Landmine Alternating Single Arm Press,A unilateral overhead press using landmine alternating arms.,,"('Shoulders', 'Barbell', 'Landmine Alternating Single Arm Press', 'A unilateral overhead press using landmine alternating arms.'),",,,,,,,,,,,,,,,,,,,519,11,1,Landmine Alternating Single Arm Press,A unilateral overhead press using landmine alternating arms.
Shoulders,Barbell,Landmine Half Kneeling Single Arm Overhead Press,A unilateral press in half-kneeling position using landmine.,,"('Shoulders', 'Barbell', 'Landmine Half Kneeling Single Arm Overhead Press', 'A unilateral press in half-kneeling position using landmine.'),",,,,,,,,,,,,,,,,,,,520,11,1,Landmine Half Kneeling Single Arm Overhead Press,A unilateral press in half-kneeling position using landmine.
Shoulders,Barbell,Landmine Kneeling Alternating Overhead Press,An alternating overhead press in kneeling position using landmine.,,"('Shoulders', 'Barbell', 'Landmine Kneeling Alternating Overhead Press', 'An alternating overhead press in kneeling position using landmine.'),",,,,,,,,,,,,,,,,,,,521,11,1,Landmine Kneeling Alternating Overhead Press,An alternating overhead press in kneeling position using landmine.
Shoulders,Barbell,Landmine Kneeling Overhead Press,A bilateral overhead press in kneeling position using landmine.,,"('Shoulders', 'Barbell', 'Landmine Kneeling Overhead Press', 'A bilateral overhead press in kneeling position using landmine.'),",,,,,,,,,,,,,,,,,,,522,11,1,Landmine Kneeling Overhead Press,A bilateral overhead press in kneeling position using landmine.
Shoulders,Barbell,Landmine Lateral Raise,A shoulder abduction exercise using landmine for resistance.,,"('Shoulders', 'Barbell', 'Landmine Lateral Raise', 'A shoulder abduction exercise using landmine for resistance.'),",,,,,,,,,,,,,,,,,,,523,11,1,Landmine Lateral Raise,A shoulder abduction exercise using landmine for resistance.
Shoulders,Barbell,Landmine Overhead Press,A bilateral overhead press using landmine apparatus.,,"('Shoulders', 'Barbell', 'Landmine Overhead Press', 'A bilateral overhead press using landmine apparatus.'),",,,,,,,,,,,,,,,,,,,524,11,1,Landmine Overhead Press,A bilateral overhead press using landmine apparatus.
Shoulders,Barbell,Landmine Seated Alternating Overhead Press,An alternating overhead press in seated position using landmine.,,"('Shoulders', 'Barbell', 'Landmine Seated Alternating Overhead Press', 'An alternating overhead press in seated position using landmine.'),",,,,,,,,,,,,,,,,,,,525,11,1,Landmine Seated Alternating Overhead Press,An alternating overhead press in seated position using landmine.
Shoulders,Barbell,Landmine Seated Overhead Press,A bilateral overhead press in seated position using landmine.,,"('Shoulders', 'Barbell', 'Landmine Seated Overhead Press', 'A bilateral overhead press in seated position using landmine.'),",,,,,,,,,,,,,,,,,,,526,11,1,Landmine Seated Overhead Press,A bilateral overhead press in seated position using landmine.
Shoulders,Barbell,Landmine Seated Single Arm Overhead Press,A unilateral press in seated position using landmine.,,"('Shoulders', 'Barbell', 'Landmine Seated Single Arm Overhead Press', 'A unilateral press in seated position using landmine.'),",,,,,,,,,,,,,,,,,,,527,11,1,Landmine Seated Single Arm Overhead Press,A unilateral press in seated position using landmine.
Shoulders,Barbell,Landmine Single Arm Overhead Press,A unilateral overhead press using landmine apparatus.,,"('Shoulders', 'Barbell', 'Landmine Single Arm Overhead Press', 'A unilateral overhead press using landmine apparatus.'),",,,,,,,,,,,,,,,,,,,528,11,1,Landmine Single Arm Overhead Press,A unilateral overhead press using landmine apparatus.
Shoulders,Barbell,Landmine Single Arm Push Press,A unilateral overhead press using leg drive with landmine.,,"('Shoulders', 'Barbell', 'Landmine Single Arm Push Press', 'A unilateral overhead press using leg drive with landmine.'),",,,,,,,,,,,,,,,,,,,529,11,1,Landmine Single Arm Push Press,A unilateral overhead press using leg drive with landmine.
Shoulders,Barbell,Landmine Single Arm Staggered Overhead Press,A unilateral press in staggered stance using landmine.,,"('Shoulders', 'Barbell', 'Landmine Single Arm Staggered Overhead Press', 'A unilateral press in staggered stance using landmine.'),",,,,,,,,,,,,,,,,,,,530,11,1,Landmine Single Arm Staggered Overhead Press,A unilateral press in staggered stance using landmine.
Shoulders,Barbell,Landmine Split Jerk,An explosive overhead movement with split leg position using landmine.,,"('Shoulders', 'Barbell', 'Landmine Split Jerk', 'An explosive overhead movement with split leg position using landmine.'),",,,,,,,,,,,,,,,,,,,531,11,1,Landmine Split Jerk,An explosive overhead movement with split leg position using landmine.
Shoulders,Bodyweight,Backward Arm Circle,A shoulder mobility exercise moving arms in backward circular motion.,,"('Shoulders', 'Bodyweight', 'Backward Arm Circle', 'A shoulder mobility exercise moving arms in backward circular motion.'),",,,,,,,,,,,,,,,,,,,532,11,2,Backward Arm Circle,A shoulder mobility exercise moving arms in backward circular motion.
Shoulders,Bodyweight,Forward Arm Circle,A shoulder mobility exercise moving arms in forward circular motion.,,"('Shoulders', 'Bodyweight', 'Forward Arm Circle', 'A shoulder mobility exercise moving arms in forward circular motion.'),",,,,,,,,,,,,,,,,,,,533,11,2,Forward Arm Circle,A shoulder mobility exercise moving arms in forward circular motion.
Shoulders,Bodyweight,Ring Rear Delt Fly,A horizontal shoulder abduction using gymnastic rings targeting posterior deltoids.,,"('Shoulders', 'Bodyweight', 'Ring Rear Delt Fly', 'A horizontal shoulder abduction using gymnastic rings targeting posterior deltoids.'),",,,,,,,,,,,,,,,,,,,534,11,2,Ring Rear Delt Fly,A horizontal shoulder abduction using gymnastic rings targeting posterior deltoids.
Shoulders,Bodyweight,Ring Standing Pushup,A chest press movement using unstable gymnastic rings.,,"('Shoulders', 'Bodyweight', 'Ring Standing Pushup', 'A chest press movement using unstable gymnastic rings.'),",,,,,,,,,,,,,,,,,,,535,11,2,Ring Standing Pushup,A chest press movement using unstable gymnastic rings.
Shoulders,Cables,Cable High Internally Rotated Reverse Fly,A rear deltoid exercise with internally rotated shoulders using cables.,,"('Shoulders', 'Cables', 'Cable High Internally Rotated Reverse Fly', 'A rear deltoid exercise with internally rotated shoulders using cables.'),",,,,,,,,,,,,,,,,,,,536,11,3,Cable High Internally Rotated Reverse Fly,A rear deltoid exercise with internally rotated shoulders using cables.
Shoulders,Cables,Cable High Reverse Fly,A horizontal shoulder abduction using high cable position for posterior deltoids.,,"('Shoulders', 'Cables', 'Cable High Reverse Fly', 'A horizontal shoulder abduction using high cable position for posterior deltoids.'),",,,,,,,,,,,,,,,,,,,537,11,3,Cable High Reverse Fly,A horizontal shoulder abduction using high cable position for posterior deltoids.
Shoulders,Cables,Cable High Single Arm Rear Delt Fly,A unilateral rear deltoid exercise using high cable position.,,"('Shoulders', 'Cables', 'Cable High Single Arm Rear Delt Fly', 'A unilateral rear deltoid exercise using high cable position.'),",,,,,,,,,,,,,,,,,,,538,11,3,Cable High Single Arm Rear Delt Fly,A unilateral rear deltoid exercise using high cable position.
Shoulders,Cables,Cable Low Bilateral Lateral Raise,A shoulder abduction exercise using low cable position.,,"('Shoulders', 'Cables', 'Cable Low Bilateral Lateral Raise', 'A shoulder abduction exercise using low cable position.'),",,,,,,,,,,,,,,,,,,,539,11,3,Cable Low Bilateral Lateral Raise,A shoulder abduction exercise using low cable position.
Shoulders,Cables,Cable Low Single Arm Lateral Raise,A unilateral shoulder abduction using low cable position.,,"('Shoulders', 'Cables', 'Cable Low Single Arm Lateral Raise', 'A unilateral shoulder abduction using low cable position.'),",,,,,,,,,,,,,,,,,,,540,11,3,Cable Low Single Arm Lateral Raise,A unilateral shoulder abduction using low cable position.
Shoulders,Cables,Cable Overhead Press,A bilateral overhead press using cable resistance.,,"('Shoulders', 'Cables', 'Cable Overhead Press', 'A bilateral overhead press using cable resistance.'),",,,,,,,,,,,,,,,,,,,541,11,3,Cable Overhead Press,A bilateral overhead press using cable resistance.
Shoulders,Cables,Cable Rope Front Raise,A shoulder flexion exercise using rope attachment.,,"('Shoulders', 'Cables', 'Cable Rope Front Raise', 'A shoulder flexion exercise using rope attachment.'),",,,,,,,,,,,,,,,,,,,542,11,3,Cable Rope Front Raise,A shoulder flexion exercise using rope attachment.
Shoulders,Cables,Cable Rope Kneeling Face Pull,A specialized pull targeting rear deltoids and external rotators in kneeling position.,,"('Shoulders', 'Cables', 'Cable Rope Kneeling Face Pull', 'A specialized pull targeting rear deltoids and external rotators in kneeling position.'),",,,,,,,,,,,,,,,,,,,543,11,3,Cable Rope Kneeling Face Pull,A specialized pull targeting rear deltoids and external rotators in kneeling position.
Shoulders,Cables,Cable Rope Mid Lateral Raise,A shoulder abduction using middle pulley height with rope attachment.,,"('Shoulders', 'Cables', 'Cable Rope Mid Lateral Raise', 'A shoulder abduction using middle pulley height with rope attachment.'),",,,,,,,,,,,,,,,,,,,544,11,3,Cable Rope Mid Lateral Raise,A shoulder abduction using middle pulley height with rope attachment.
Shoulders,Cables,Cable Rope Single Arm Low Lateral Raise,A unilateral shoulder abduction using low cable with rope attachment.,,"('Shoulders', 'Cables', 'Cable Rope Single Arm Low Lateral Raise', 'A unilateral shoulder abduction using low cable with rope attachment.'),",,,,,,,,,,,,,,,,,,,545,11,3,Cable Rope Single Arm Low Lateral Raise,A unilateral shoulder abduction using low cable with rope attachment.
Shoulders,Cables,Cable Rope Upright Row,A vertical pull raising rope attachment to chin height with elbows leading.,,"('Shoulders', 'Cables', 'Cable Rope Upright Row', 'A vertical pull raising rope attachment to chin height with elbows leading.'),",,,,,,,,,,,,,,,,,,,546,11,3,Cable Rope Upright Row,A vertical pull raising rope attachment to chin height with elbows leading.
Shoulders,Cables,Cable Single Arm Internally Rotated High Reverse Fly,A unilateral rear deltoid exercise with internal rotation using high cable.,,"('Shoulders', 'Cables', 'Cable Single Arm Internally Rotated High Reverse Fly', 'A unilateral rear deltoid exercise with internal rotation using high cable.'),",,,,,,,,,,,,,,,,,,,547,11,3,Cable Single Arm Internally Rotated High Reverse Fly,A unilateral rear deltoid exercise with internal rotation using high cable.
Shoulders,Cables,Cable Upright Row,A vertical pull raising cable handle to chin height with elbows leading.,,"('Shoulders', 'Cables', 'Cable Upright Row', 'A vertical pull raising cable handle to chin height with elbows leading.'),",,,,,,,,,,,,,,,,,,,548,11,3,Cable Upright Row,A vertical pull raising cable handle to chin height with elbows leading.
Shoulders,Cables,Machine Face Pulls,A horizontal pull targeting rear deltoids and external rotators using cable station.,,"('Shoulders', 'Cables', 'Machine Face Pulls', 'A horizontal pull targeting rear deltoids and external rotators using cable station.'),",,,,,,,,,,,,,,,,,,,549,11,3,Machine Face Pulls,A horizontal pull targeting rear deltoids and external rotators using cable station.
Shoulders,Dumbbells,Dumbbell Alternating Arnold Press,An overhead press with rotational component alternating arms.,,"('Shoulders', 'Dumbbells', 'Dumbbell Alternating Arnold Press', 'An overhead press with rotational component alternating arms.'),",,,,,,,,,,,,,,,,,,,550,11,4,Dumbbell Alternating Arnold Press,An overhead press with rotational component alternating arms.
Shoulders,Dumbbells,Dumbbell Alternating Overhead Press,An overhead press alternating arms for increased core engagement.,,"('Shoulders', 'Dumbbells', 'Dumbbell Alternating Overhead Press', 'An overhead press alternating arms for increased core engagement.'),",,,,,,,,,,,,,,,,,,,551,11,4,Dumbbell Alternating Overhead Press,An overhead press alternating arms for increased core engagement.
Shoulders,Dumbbells,Dumbbell Arnold Press,An overhead press with rotational component from pronated to supinated grip.,,"('Shoulders', 'Dumbbells', 'Dumbbell Arnold Press', 'An overhead press with rotational component from pronated to supinated grip.'),",,,,,,,,,,,,,,,,,,,552,11,4,Dumbbell Arnold Press,An overhead press with rotational component from pronated to supinated grip.
Shoulders,Dumbbells,Dumbbell Bayesian Lateral Raise,A lateral raise variation maintaining optimal resistance through movement.,,"('Shoulders', 'Dumbbells', 'Dumbbell Bayesian Lateral Raise', 'A lateral raise variation maintaining optimal resistance through movement.'),",,,,,,,,,,,,,,,,,,,553,11,4,Dumbbell Bayesian Lateral Raise,A lateral raise variation maintaining optimal resistance through movement.
Shoulders,Dumbbells,Dumbbell Bent Arm Lateral Raise,A lateral raise keeping elbows slightly bent throughout movement.,,"('Shoulders', 'Dumbbells', 'Dumbbell Bent Arm Lateral Raise', 'A lateral raise keeping elbows slightly bent throughout movement.'),",,,,,,,,,,,,,,,,,,,554,11,4,Dumbbell Bent Arm Lateral Raise,A lateral raise keeping elbows slightly bent throughout movement.
Shoulders,Dumbbells,Dumbbell Front Raise,A shoulder exercise raising dumbbell forward to eye level.,,"('Shoulders', 'Dumbbells', 'Dumbbell Front Raise', 'A shoulder exercise raising dumbbell forward to eye level.'),",,,,,,,,,,,,,,,,,,,555,11,4,Dumbbell Front Raise,A shoulder exercise raising dumbbell forward to eye level.
Shoulders,Dumbbells,Dumbbell Internally Rotated Rear Delt Fly,A rear deltoid exercise with internal rotation for targeted development.,,"('Shoulders', 'Dumbbells', 'Dumbbell Internally Rotated Rear Delt Fly', 'A rear deltoid exercise with internal rotation for targeted development.'),",,,,,,,,,,,,,,,,,,,556,11,4,Dumbbell Internally Rotated Rear Delt Fly,A rear deltoid exercise with internal rotation for targeted development.
Shoulders,Dumbbells,Dumbbell Lateral Raise,A shoulder abduction exercise raising dumbbells to sides to shoulder level.,,"('Shoulders', 'Dumbbells', 'Dumbbell Lateral Raise', 'A shoulder abduction exercise raising dumbbells to sides to shoulder level.'),",,,,,,,,,,,,,,,,,,,557,11,4,Dumbbell Lateral Raise,A shoulder abduction exercise raising dumbbells to sides to shoulder level.
Shoulders,Dumbbells,Dumbbell Laying Reverse Fly,A prone rear deltoid exercise performed lying on bench.,,"('Shoulders', 'Dumbbells', 'Dumbbell Laying Reverse Fly', 'A prone rear deltoid exercise performed lying on bench.'),",,,,,,,,,,,,,,,,,,,558,11,4,Dumbbell Laying Reverse Fly,A prone rear deltoid exercise performed lying on bench.
Shoulders,Dumbbells,Dumbbell Laying Reverse Fly Internally Rotated,A prone rear deltoid exercise with internal rotation for targeted development.,,"('Shoulders', 'Dumbbells', 'Dumbbell Laying Reverse Fly Internally Rotated', 'A prone rear deltoid exercise with internal rotation for targeted development.'),",,,,,,,,,,,,,,,,,,,559,11,4,Dumbbell Laying Reverse Fly Internally Rotated,A prone rear deltoid exercise with internal rotation for targeted development.
Shoulders,Dumbbells,Dumbbell Neutral Alternating Overhead Press,An alternating overhead press using neutral grip for shoulder health.,,"('Shoulders', 'Dumbbells', 'Dumbbell Neutral Alternating Overhead Press', 'An alternating overhead press using neutral grip for shoulder health.'),",,,,,,,,,,,,,,,,,,,560,11,4,Dumbbell Neutral Alternating Overhead Press,An alternating overhead press using neutral grip for shoulder health.
Shoulders,Dumbbells,Dumbbell Neutral Overhead Press,An overhead press using neutral grip for balanced shoulder development.,,"('Shoulders', 'Dumbbells', 'Dumbbell Neutral Overhead Press', 'An overhead press using neutral grip for balanced shoulder development.'),",,,,,,,,,,,,,,,,,,,561,11,4,Dumbbell Neutral Overhead Press,An overhead press using neutral grip for balanced shoulder development.
Shoulders,Dumbbells,Dumbbell Neutral Seated Overhead Press,A seated overhead press using neutral grip for shoulder health.,,"('Shoulders', 'Dumbbells', 'Dumbbell Neutral Seated Overhead Press', 'A seated overhead press using neutral grip for shoulder health.'),",,,,,,,,,,,,,,,,,,,562,11,4,Dumbbell Neutral Seated Overhead Press,A seated overhead press using neutral grip for shoulder health.
Shoulders,Dumbbells,Dumbbell Overhead Press,A standing exercise pressing dumbbells from shoulders to overhead.,,"('Shoulders', 'Dumbbells', 'Dumbbell Overhead Press', 'A standing exercise pressing dumbbells from shoulders to overhead.'),",,,,,,,,,,,,,,,,,,,563,11,4,Dumbbell Overhead Press,A standing exercise pressing dumbbells from shoulders to overhead.
Shoulders,Dumbbells,Dumbbell Push Press,An overhead press using leg drive to generate momentum for heavier loads.,,"('Shoulders', 'Dumbbells', 'Dumbbell Push Press', 'An overhead press using leg drive to generate momentum for heavier loads.'),",,,,,,,,,,,,,,,,,,,564,11,4,Dumbbell Push Press,An overhead press using leg drive to generate momentum for heavier loads.
Shoulders,Dumbbells,Dumbbell Rear Delt Fly,A bent-over exercise raising dumbbells laterally to target posterior deltoids.,,"('Shoulders', 'Dumbbells', 'Dumbbell Rear Delt Fly', 'A bent-over exercise raising dumbbells laterally to target posterior deltoids.'),",,,,,,,,,,,,,,,,,,,565,11,4,Dumbbell Rear Delt Fly,A bent-over exercise raising dumbbells laterally to target posterior deltoids.
Shoulders,Dumbbells,Dumbbell Seated Arnold Press,A seated overhead press with rotational component.,,"('Shoulders', 'Dumbbells', 'Dumbbell Seated Arnold Press', 'A seated overhead press with rotational component.'),",,,,,,,,,,,,,,,,,,,566,11,4,Dumbbell Seated Arnold Press,A seated overhead press with rotational component.
Shoulders,Dumbbells,Dumbbell Seated Overhead Press,A seated exercise pressing dumbbells from shoulders to overhead.,,"('Shoulders', 'Dumbbells', 'Dumbbell Seated Overhead Press', 'A seated exercise pressing dumbbells from shoulders to overhead.'),",,,,,,,,,,,,,,,,,,,567,11,4,Dumbbell Seated Overhead Press,A seated exercise pressing dumbbells from shoulders to overhead.
Shoulders,Dumbbells,Dumbbell Seated Rear Delt Fly,A seated variation of rear deltoid fly for increased stability.,,"('Shoulders', 'Dumbbells', 'Dumbbell Seated Rear Delt Fly', 'A seated variation of rear deltoid fly for increased stability.'),",,,,,,,,,,,,,,,,,,,568,11,4,Dumbbell Seated Rear Delt Fly,A seated variation of rear deltoid fly for increased stability.
